date,symbol,spot_price,volatility,option_price,delta,gamma,theta,vega,day
2022-01-25,TSLA,1127.7838015825882,0.007725039976300351,5.825001737850016,0.9025850940207073,0.039523136541776874,-0.05956673792196094,0.9708314838145768,16
2022-01-26,TSLA,1080.0174177919569,0.6870058527927564,149.62025334091732,0.5738981397875749,0.0010568457097798736,-0.8227878597889994,2.1172568833804464,17
2022-01-27,TSLA,1082.8199165609321,0.04113884381892698,11.824175999430508,0.6000065194394856,0.017345720540849416,-0.082102525786125,2.0916880067612382,18
2022-01-28,TSLA,1095.8776018984518,0.19028507518953452,44.26624805302208,0.5398770582358616,0.003807118753026535,-0.25677427282302134,2.1750300421886593,19
2022-01-31,TSLA,1034.689614682204,0.9120541756708367,188.74693279205377,0.5944386033513823,0.0008216899430818414,-1.0257722974618015,2.0058054006013823,20
2022-02-01,TSLA,1037.562418268222,0.044014310629312985,11.907404218939632,0.5941379461626504,0.01698286298740927,-0.08164406652310535,2.0117466374004165,21
2022-02-02,TSLA,995.4257406930443,0.658139423747685,132.26486040838046,0.5713174176671253,0.0011983919146618352,-0.7284932536637752,1.9537748708167055,22
2022-02-03,TSLA,1026.7969753855273,0.49256974875305076,102.96216418157087,0.5570302839121092,0.0015614197761617753,-0.5728421057910512,2.0271999263916056,23
2022-02-04,TSLA,1104.9936342661783,1.16511505724883,255.3555672751362,0.6178586399351379,0.0005924971226033758,-1.368722184497803,2.1072430072553687,24
2022-02-07,TSLA,1056.8185910013435,0.7076301308547359,150.67739863775148,0.5757525627914306,0.0010476308983512165,-0.8276839493572269,2.069929306789136,25
2022-02-08,TSLA,1033.6525972617683,0.35184776210478663,74.87800455350828,0.5463256242587315,0.0021790610197371207,-0.42166577171078956,2.047921917907147,26
2022-02-09,TSLA,1038.9457256462729,0.08108275484690772,19.478683336302083,0.5570924125150848,0.009374342750780158,-0.12177698402776342,2.051138820098801,27
2022-02-10,TSLA,1061.3819835761808,0.3391643120936119,74.21924685412858,0.5454902238529014,0.002202026338486307,-0.41855569505244994,2.1033720032955374,28
2022-02-11,TSLA,1115.081741983431,0.7835005650311074,175.5261996746321,0.5826347241507542,0.0008935968506461131,-0.9603339416091765,2.176378174050076,29
2022-02-14,TSLA,955.237669984483,2.0,367.2584595635083,0.6932205820111423,0.00036763821608932953,-1.8543094442875945,1.6773107702133248,30
2022-02-15,TSLA,1037.0495282872723,1.3044843439711133,267.0720649790484,0.6307298343139447,0.0005578385307196149,-1.4197066357505417,1.9565294292899251,31
2022-02-16,TSLA,1127.1869433132288,1.3230673509681634,294.2340447921869,0.6324408689995311,0.0005052503873183729,-1.5622973344948319,2.1233447631227143,32
2022-02-17,TSLA,941.8089548838184,2.0,362.09554631505216,0.6932205820111423,0.0003728801590952645,-1.828241593303227,1.653731163612554,33
2022-02-18,TSLA,1161.9837773016925,2.0,446.74575291460036,0.6932205820111423,0.0003022261410137085,-2.2556454378463764,2.040338196161119,34
2022-02-21,TSLA,988.3515976466099,2.0,379.98971006317487,0.6932205820111423,0.00035532079248987045,-1.9185902727460615,1.7354558258963286,35
2022-02-22,TSLA,1107.6234813840852,1.8086380642846727,388.19402701505277,0.6764118881334464,0.0003586811038472624,-1.991628975770173,1.989685711865714,36
2022-02-23,TSLA,1059.9077234783317,0.6990317523575725,149.33249415746934,0.5749784522988025,0.001057823416688238,-0.8206739625134434,2.0767594831910827,37
2022-02-24,TSLA,1080.3989694762915,0.3039736185115085,68.01217958844995,0.5433555259795405,0.002415156277676512,-0.3852708477631016,2.1423452577319497,38
2022-02-25,TSLA,953.9997950641008,1.97514137444652,362.61192641725216,0.6910568612134177,0.0003739009682189686,-1.834811075995836,1.6803174896109012,39
2022-02-28,TSLA,1059.6287555011013,1.6669890315596518,344.1993385177583,0.6637597406257969,0.00041309151513626907,-1.7852953445193827,1.932976153894531,40
2022-03-01,TSLA,1020.2895770790198,0.6005664455732769,124.02601921165603,0.5662333628601697,0.0012841464747522342,-0.6853416665064498,2.007070079169618,41
2022-03-02,TSLA,1143.9948891933768,1.8166777175640703,402.5927005751534,0.6771248766642428,0.00034542585303906924,-2.064173844238013,2.0531510679661236,42
2022-03-03,TSLA,1003.7132934874246,2.0,385.8957928403254,0.6932205820111423,0.00034988265594673316,-1.9484104301508243,1.7624295714804596,43
2022-03-04,TSLA,1045.0603696371982,0.6408259037960182,135.3073613749131,0.5697789191313338,0.0011731314660747654,-0.7459668782719905,2.0526245028613643,44
2022-03-07,TSLA,1021.6989050204327,0.35888799808745253,75.43708870511068,0.5468020897139197,0.0021610052762823977,-0.4244908392544135,2.023953948720392,45
2022-03-08,TSLA,1075.1333660646917,0.8092487641942566,174.63747887812661,0.5849874321689682,0.000896166896012694,-0.9541908436924188,2.095731451143781,46
2022-03-09,TSLA,1139.1304708733578,0.9178721595726396,209.08347298579213,0.594975494152659,0.0007413765930987218,-1.1359473888201301,2.2075371164514976,47
2022-03-10,TSLA,1043.2963533369818,1.3950510425138047,286.44005870428333,0.6390538642350853,0.0005145559150665641,-1.5139937616333516,1.9533409754862732,48
2022-03-11,TSLA,1076.6345618356004,0.499328806854078,109.39618809630821,0.557588934678924,0.0014686843635888054,-0.6083540780093083,2.125160505008644,49
2022-03-14,TSLA,957.5113069386556,1.8614095284183503,344.633082270634,0.6810813122429834,0.00040071754934004484,-1.7606117849480343,1.7096536046635433,50
2022-03-15,TSLA,1044.3706048483375,1.3784178250527033,283.4802684857201,0.6375280521678915,0.0005209795271079945,-1.499952137776226,1.9581719515575369,51
2022-03-16,TSLA,940.923928069098,1.6558285815614406,303.7237051370704,0.662755964736001,0.0004688846915649874,-1.5766599310525036,1.7184245288435873,52
2022-03-17,TSLA,965.2546593659009,0.40527090767333,80.13417372742867,0.5501311008611872,0.0020235116176500717,-0.4488930420660423,1.9101829014838494,53
2022-03-18,TSLA,1135.7398983069606,2.0,436.6558173148737,0.6932205820111423,0.000309209770175308,-2.204700762815436,1.9942563232689476,54
2022-03-21,TSLA,1028.6580167011502,1.5720410049523403,316.23559784144453,0.6551902210277059,0.0004555863774197442,-1.651592252326793,1.8945960974080334,55
2022-03-22,TSLA,983.048286745971,0.7199421817222463,142.52945977212016,0.5768633355353388,0.0011063830646637085,-0.7824132973609832,1.9243889265916831,56
2022-03-23,TSLA,1034.1041973924641,0.8037672959554594,166.86789334793605,0.584485972385228,0.000938335598622056,-0.911999208588277,2.0163092146537758,57
2022-03-24,TSLA,920.2190090512247,1.852223705664662,329.7005217867627,0.6802703215029089,0.00041947151457509167,-1.685591186367667,1.644819786005483,58
2022-03-25,TSLA,1169.0908317191859,2.0,449.47818897676376,0.6932205820111423,0.00030038886920188973,-2.269441667351896,2.0528175395680304,59
2022-03-28,TSLA,1000.487381214192,2.0,384.65553231733566,0.6932205820111423,0.0003510107968660519,-1.9421482822240204,1.7567651619102802,60
2022-03-29,TSLA,1042.252330940152,0.6492167597380325,136.66120814535117,0.5705235999173542,0.0011606999715340436,-0.7530789521124271,2.0464232219895067,61
2022-03-30,TSLA,1007.9099227277238,0.531879687159147,108.88585425335708,0.5603162876623604,0.0014713061854724032,-0.6042079722861625,1.9874669511701006,62
2022-03-31,TSLA,1017.0068976293466,0.14263397856621882,31.46399189488193,0.5421167931204267,0.0054697058063662785,-0.18615102146088752,2.0173198872778118,63
2022-04-01,TSLA,956.940678259438,0.966404734212136,184.63066844943182,0.5994596862898,0.0008358183069618662,-1.0005289350866557,1.8491875859406495,64
2022-04-04,TSLA,995.4319919838008,0.6260176213769244,125.9857313420406,0.5684692780663552,0.0012614848519650237,-0.6951543178847762,1.9562835148243074,65
2022-04-05,TSLA,1052.2641961967145,0.8813954284131749,185.6934743795224,0.5916123492157498,0.0008375051798329212,-1.0107969974889492,2.0433741320703307,66
2022-04-06,TSLA,970.9812721849429,1.2761884824878629,244.86805457225478,0.6281217927967191,0.0006103959860805342,-1.3039279339940915,1.836065649709421,67
2022-04-07,TSLA,997.867809252898,0.4335904488495305,88.43205709430885,0.5522946228835128,0.001828245919887217,-0.49418454213666146,1.9733328878419822,68
2022-04-08,TSLA,1111.8202728531417,1.716558551783021,371.1801588435873,0.6682061735543335,0.00038033275512734985,-1.9180684215144315,2.017583591617349,69
2022-04-11,TSLA,1004.825994541217,1.6062489164763412,315.22919248014426,0.6582853063605179,0.0004549112991292461,-1.642318371074929,1.8444262886684657,70
2022-04-12,TSLA,944.0534377127764,0.9903612308766974,186.51138936109567,0.6016760045506682,0.0008255257842096703,-1.009430505139849,1.821618541318294,71
2022-04-13,TSLA,1063.1602621331392,1.8861829696852161,387.35479587526316,0.6832646245901525,0.0003551254589300809,-1.9748275649337355,1.8927929385603863,72
2022-04-14,TSLA,1042.2362974739435,0.3155401544889769,68.00000651468969,0.5440239979636965,0.0024113715248739896,-0.384601341424875,2.0662894523529722,73
2022-04-15,TSLA,1040.5871836791491,0.02513787233090639,8.206196969576922,0.6569269550287649,0.02811093356892648,-0.0633564555184855,1.9129373155993634,74
2022-04-18,TSLA,1002.5009784709649,0.5919174941358641,120.15773180153502,0.5654782717751456,0.0013264512693687304,-0.6643024341569971,1.9727047688385908,75
2022-04-19,TSLA,996.9534975261478,0.08808778286430947,20.070955252842964,0.553909532394218,0.00900243410174563,-0.12426722721209889,1.970450100797602,76
2022-04-20,TSLA,1062.1244173183372,1.0052091152353728,212.87960594259954,0.6030503153851662,0.0007222500156902501,-1.1512222617207757,2.0475512115392296,77
2022-04-21,TSLA,961.1446313106132,1.58588635760274,297.92957006628967,0.6564439364745753,0.00048267140374336795,-1.5544560820578015,1.7678325668115193,78
2022-04-22,TSLA,1033.6224545464265,1.1540760694845145,236.68542732656329,0.6168369655026851,0.000639978838927073,-1.2694521075285141,1.9727131038730525,79
2022-04-25,TSLA,988.4364112823731,0.7095991587276907,141.30889900970794,0.5759300252124727,0.0011169033683789626,-0.7761403658401697,1.9358253458123746,80
2022-04-26,TSLA,1015.3690050574861,0.42675542906204805,88.61047763409073,0.5517648429474941,0.0018258304863982841,-0.4954596566911749,2.008294144371068,81
2022-04-27,TSLA,968.3031126215402,0.7534391633527617,146.73620188245286,0.5798978893363961,0.0010716483460926172,-0.8040828547565777,1.8926188156304355,82
2022-04-28,TSLA,946.1813997841004,0.3668736231036608,71.35792550426498,0.547352715320147,0.0022823140175160976,-0.4012013582251227,1.8740479886756145,83
2022-04-29,TSLA,911.5983927900982,0.5910836634414328,109.11275527564919,0.565405610159768,0.0014608243046708262,-0.603268928125143,1.7938827451816364,84
